,episode,time_sec,step,action,reward
279,1,1400,280.0,"0,2,4,4,4,0,1,1,4,2,2,4,0,1,3,2,2,3,3,0,4,0,2,3,0",-437.0
280,1,1405,281.0,"2,4,1,1,0,2,0,3,4,0,0,4,0,0,1,0,3,0,4,2,2,3,2,3,2",-399.79999999999995
281,1,1410,282.0,"0,4,0,0,0,1,2,1,2,1,0,3,0,1,4,2,0,1,3,4,4,0,1,4,2",-367.0
282,1,1415,283.0,"2,4,2,1,2,4,0,2,0,3,4,4,2,0,0,2,0,0,3,4,0,1,3,2,2",-392.4
283,1,1420,284.0,"0,0,2,3,2,2,0,4,1,2,0,3,0,4,4,0,3,1,4,4,0,4,1,2,1",-434.20000000000005
284,1,1425,285.0,"1,3,2,0,0,2,2,2,0,4,0,1,0,0,3,1,0,3,4,0,3,0,0,1,2",-417.40000000000003
285,1,1430,286.0,"1,0,2,0,4,4,2,2,2,2,0,2,3,4,0,2,4,3,2,3,3,3,4,2,3",-440.6
286,1,1435,287.0,"0,0,2,0,1,1,0,0,3,0,2,3,0,2,3,2,0,4,4,0,4,2,3,0,1",-432.0
287,1,1440,288.0,"0,0,3,3,0,1,4,1,4,2,1,0,1,3,2,2,2,0,1,4,3,1,0,4,0",-421.20000000000005
288,1,1445,289.0,"0,4,0,2,4,1,0,0,0,0,2,2,4,0,0,2,0,2,4,0,0,0,4,1,0",-415.6
289,1,1450,290.0,"4,0,2,0,3,0,1,0,3,3,0,3,0,3,3,2,4,4,2,2,3,2,2,2,0",-408.4
290,1,1455,291.0,"0,1,3,1,2,3,0,0,3,2,0,2,0,0,3,2,0,4,1,4,0,0,1,2,1",-453.0
291,1,1460,292.0,"4,0,2,0,0,0,3,1,1,0,2,3,0,2,3,2,0,1,0,2,4,1,3,3,2",-441.8
292,1,1465,293.0,"3,4,2,0,2,4,0,1,0,3,0,2,0,0,3,3,0,0,3,1,0,0,4,0,0",-423.2
293,1,1470,294.0,"2,0,2,0,2,0,4,1,3,0,0,1,2,4,3,2,1,2,0,4,2,1,0,4,0",-409.40000000000003
294,1,1475,295.0,"2,4,1,3,2,1,0,1,0,0,2,1,4,4,3,0,0,4,3,2,1,2,4,3,0",-400.6
295,1,1480,296.0,"0,3,0,0,4,4,2,2,3,0,0,3,4,1,3,2,4,3,1,1,0,1,3,3,2",-461.20000000000005
296,1,1485,297.0,"0,4,2,0,0,0,2,3,3,2,0,2,2,1,0,1,3,3,1,4,2,0,4,4,4",-482.4000000000001
297,1,1490,298.0,"2,0,1,2,3,1,0,0,0,4,2,0,4,0,3,3,2,0,0,2,4,0,2,1,1",-441.0
298,1,1495,299.0,"3,0,2,4,0,2,0,1,0,0,0,2,2,0,2,3,1,3,4,2,3,1,0,1,2",-429.6
299,1,1500,300.0,"0,0,3,4,2,0,3,1,1,3,0,1,3,0,4,2,3,0,2,1,0,2,2,3,3",-493.20000000000005
300,1,1505,301.0,"2,1,2,1,0,2,0,2,0,2,1,4,4,3,3,0,4,3,4,1,0,1,0,3,2",-503.40000000000003
301,1,1510,302.0,"0,4,0,3,0,0,1,0,4,0,2,3,2,3,1,2,0,1,0,0,4,0,0,4,2",-454.20000000000005
302,1,1515,303.0,"3,1,2,2,4,1,0,1,0,0,4,3,0,1,0,2,3,0,0,1,0,3,2,4,4",-454.00000000000006
303,1,1520,304.0,"2,4,2,0,3,0,4,4,4,3,2,0,3,0,2,0,0,2,2,0,4,3,2,4,2",-446.80000000000007
304,1,1525,305.0,"4,4,0,4,3,0,3,3,0,4,1,3,4,0,0,2,1,0,4,3,4,4,2,1,2",-467.6
305,1,1530,306.0,"4,0,2,4,1,3,3,1,3,0,0,0,0,0,3,4,3,0,3,2,2,0,2,1,0",-470.40000000000003
306,1,1535,307.0,"0,3,3,2,2,1,0,0,2,3,4,0,4,2,3,1,3,2,3,3,0,0,2,2,4",-483.6
307,1,1540,308.0,"2,0,0,1,2,1,1,3,0,0,2,2,2,1,2,0,0,4,1,0,1,2,0,4,2",-472.8
308,1,1545,309.0,"0,0,0,3,3,2,0,4,1,4,0,0,4,1,0,2,0,4,0,1,3,1,4,4,1",-475.0
309,1,1550,310.0,"3,1,4,2,3,0,0,1,2,0,2,0,3,3,2,2,3,2,4,2,0,3,4,2,2",-495.0
310,1,1555,311.0,"4,1,0,4,4,1,0,2,4,1,1,1,3,3,0,3,3,0,4,1,4,3,0,2,2",-542.0
311,1,1560,312.0,"1,1,2,3,0,0,4,0,1,4,2,3,1,4,3,2,3,1,2,2,0,0,0,4,2",-532.5999999999999
312,1,1565,313.0,"1,3,3,0,0,2,2,4,0,0,2,1,0,2,2,2,4,0,4,4,0,0,3,1,4",-482.6
313,1,1570,314.0,"0,1,0,2,2,1,0,2,0,3,4,1,4,4,4,0,0,4,2,0,1,1,2,1,1",-476.20000000000005
314,1,1575,315.0,"0,4,0,2,0,1,0,1,2,4,0,3,3,0,4,1,3,4,2,0,2,1,2,1,2",-510.20000000000005
315,1,1580,316.0,"0,4,2,1,0,1,1,0,3,2,0,4,4,1,0,4,3,2,1,0,0,0,1,3,2",-526.0
316,1,1585,317.0,"3,0,3,0,1,2,0,1,0,3,3,1,0,0,2,4,3,4,2,1,0,4,2,3,2",-531.6
317,1,1590,318.0,"2,2,1,0,3,0,0,1,2,4,2,2,4,3,2,0,0,0,1,4,3,0,0,0,2",-475.6
318,1,1595,319.0,"3,2,0,4,2,0,1,3,0,3,0,2,0,2,2,0,0,0,1,2,0,0,1,3,2",-471.0
319,1,1600,320.0,"0,2,1,1,3,2,0,0,3,0,0,3,0,1,0,1,3,4,4,3,0,0,0,2,0",-486.0
320,1,1605,321.0,"1,4,0,4,0,0,4,4,2,1,1,0,3,3,2,2,1,0,4,1,2,4,2,4,2",-503.4
321,1,1610,322.0,"2,0,0,3,4,0,0,0,4,2,0,4,1,0,0,1,0,0,0,0,4,4,0,3,0",-496.20000000000005
322,1,1615,323.0,"0,1,2,3,0,1,2,4,0,0,1,0,3,4,0,1,0,2,2,4,0,0,1,3,2",-491.40000000000003
323,1,1620,324.0,"0,4,1,0,2,0,0,0,1,3,2,2,4,3,3,0,0,1,4,0,3,0,2,0,2",-423.20000000000005
